"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","INDUSTRY","INDUSTRY_NAME","INDUSTRY_CODE","INDUSTRY_TYPE","INDUSTRY_TYPECODE","INDUSTRY_SORTORDER","ITEM","ITEM_NAME","ITEM_CODE","ITEM_TYPE","ITEM_TYPECODE","ITEM_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994961","Q : Human health and social work activities","Q","SIC 2007 section",36,16,"3","self-employment jobs","3","item",0,2,"20100","Value",22500,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994961d3d20100",82,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994961","Q : Human health and social work activities","Q","SIC 2007 section",36,16,"4","government-supported trainees","4","item",0,3,"20100","Value",338,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994961d4d20100",83,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994961","Q : Human health and social work activities","Q","SIC 2007 section",36,16,"5","HM forces","5","item",0,4,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994961d5d20100",84,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994962","R : Arts, entertainment and recreation","R","SIC 2007 section",36,17,"1","total workforce jobs","1","item",0,0,"20100","Value",105566,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994962d1d20100",85,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994962","R : Arts, entertainment and recreation","R","SIC 2007 section",36,17,"2","employee jobs","2","item",0,1,"20100","Value",68322,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994962d2d20100",86,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994962","R : Arts, entertainment and recreation","R","SIC 2007 section",36,17,"3","self-employment jobs","3","item",0,2,"20100","Value",37163,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994962d3d20100",87,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994962","R : Arts, entertainment and recreation","R","SIC 2007 section",36,17,"4","government-supported trainees","4","item",0,3,"20100","Value",81,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994962d4d20100",88,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994962","R : Arts, entertainment and recreation","R","SIC 2007 section",36,17,"5","HM forces","5","item",0,4,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994962d5d20100",89,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994963","S : Other service activities","S","SIC 2007 section",36,18,"1","total workforce jobs","1","item",0,0,"20100","Value",75945,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994963d1d20100",90,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994963","S : Other service activities","S","SIC 2007 section",36,18,"2","employee jobs","2","item",0,1,"20100","Value",43333,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994963d2d20100",91,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994963","S : Other service activities","S","SIC 2007 section",36,18,"3","self-employment jobs","3","item",0,2,"20100","Value",32488,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994963d3d20100",92,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994963","S : Other service activities","S","SIC 2007 section",36,18,"4","government-supported trainees","4","item",0,3,"20100","Value",124,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994963d4d20100",93,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994963","S : Other service activities","S","SIC 2007 section",36,18,"5","HM forces","5","item",0,4,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994963d5d20100",94,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994964","T : Activities of households as employers;undifferentiated goods-and services-producing activities of households for own use","T","SIC 2007 section",36,19,"1","total workforce jobs","1","item",0,0,"20100","Value",3683,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994964d1d20100",95,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994964","T : Activities of households as employers;undifferentiated goods-and services-producing activities of households for own use","T","SIC 2007 section",36,19,"2","employee jobs","2","item",0,1,"20100","Value",1114,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994964d2d20100",96,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994964","T : Activities of households as employers;undifferentiated goods-and services-producing activities of households for own use","T","SIC 2007 section",36,19,"3","self-employment jobs","3","item",0,2,"20100","Value",2569,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994964d3d20100",97,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994964","T : Activities of households as employers;undifferentiated goods-and services-producing activities of households for own use","T","SIC 2007 section",36,19,"4","government-supported trainees","4","item",0,3,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994964d4d20100",98,100
"2019-12","December 2019","2019-12","date",0,0,"2092957701","Scotland","S92000003","countries",499,0,"150994964","T : Activities of households as employers;undifferentiated goods-and services-producing activities of households for own use","T","SIC 2007 section",36,19,"5","HM forces","5","item",0,4,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-130d1d32316e0d2092957701d150994964d5d20100",99,100
